id,year,issue_d,final_d,emp_length_int,home_ownership,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,purpose,purpose_cat,interest_payments,loan_condition,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
764953,2011,01/05/2011,1052013,3,MORTGAGE,Medium,126000,2,14000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,9.99,B,2,4.54,15927.96,14000,0,451.68,Northern-Irl
738203,2011,01/05/2011,1012016,6,MORTGAGE,Low,40000,1,19500, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.49,C,3,25.02,24645.16,17314.37,0,448.6,leinster
753036,2011,01/05/2011,1122015,2,RENT,Low,29112,1,3500, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.49,C,3,14.1,4418.7,3104.83,0,80.52,Northern-Irl
725985,2011,01/05/2011,1122015,0.5,RENT,Low,77196,1,24000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,15.99,D,4,9.84,19754.02,13050.09,0,359.83,leinster
738749,2011,01/05/2011,1082011,5,RENT,Medium,130000,2,15000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.79,E,5,4.1,12269.76,11725,0,302.8,leinster
750061,2011,01/05/2011,1062013,7,MORTGAGE,Low,56400,1,28500, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,19.29,E,5,0.77,23834.56,17700,0,461.98,leinster
747370,2011,01/05/2011,1052014,0.5,RENT,Low,40000,1,5600, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.49,C,3,1.5,6838.105588,5600,0,190.02,Northern-Irl
747101,2011,01/05/2011,1052014,2,RENT,Low,43000,1,14400, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.99,A,1,21.29,16002.75794,14400,0,444.57,leinster
724118,2011,01/05/2011,1082012,3,RENT,Low,100000,1,21500, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.89,D,4,13.97,25643.93,21500,0,533.06,Northern-Irl
741809,2011,01/05/2011,1052014,10,RENT,Low,71000,1,1500, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.99,A,1,18,1666.718453,1500,0,46.31,ulster
742001,2011,01/05/2011,1012016,3,OWN,Low,40000,1,10000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.49,C,3,21.63,12862.67,9092.96,0,230.05,leinster
739717,2011,01/05/2011,1112013,7,MORTGAGE,Low,63000,1,10000, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,17.14,E,5,7.94,6729.5,3160.98,392.64,249.28,Northern-Irl
738678,2011,01/04/2011,1032013,3,RENT,Low,100000,1,12000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.74,B,2,12.53,13760.53,12000,0,391.39,Northern-Irl
737534,2011,01/04/2011,1062014,4,RENT,Low,42000,1,7200, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,10.37,B,2,2.51,8907.991096,7200,0,154.3,cannught
734732,2011,01/04/2011,1082013,3,MORTGAGE,Low,80000,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.66,A,1,7.71,11130.55,10000,0,311.8,munster
734645,2011,01/04/2011,1082012,10,MORTGAGE,Low,75000,1,31000, 60 months,2,INDIVIDUAL,house,12,Low,Bad Loan,13.06,C,3,12.9,12068.12,5960.33,1457.85,706.3,ulster
730868,2011,01/04/2011,1092015,8,MORTGAGE,Low,60000,1,20000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.8,C,3,0,27591.03688,20000,0,463.3,ulster
729260,2011,01/04/2011,1052014,3,RENT,Low,99000,1,15000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,14.91,D,4,19.78,20149.97342,15000,0,356.15,munster
728199,2011,01/04/2011,1052014,6.05,MORTGAGE,Low,54000,1,6000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.66,A,1,15.27,6732.369742,6000,0,187.08,Northern-Irl
727422,2011,01/04/2011,1122011,2,MORTGAGE,Medium,125000,2,15000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.66,A,1,12.48,15601.82,15000,0,467.7,munster
723667,2011,01/04/2011,1082012,3,RENT,Low,50000,1,5000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.91,D,4,15.38,5777.84,5000,0,173.11,cannught
723284,2011,01/04/2011,1042014,6.05,MORTGAGE,Low,66000,1,3000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.66,A,1,24.2,3365.807574,3000,0,93.54,ulster
722986,2011,01/04/2011,1062011,10,OWN,Low,82500,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,5.79,A,1,0.04,10095.62,10000,0,303.27,leinster
721515,2011,01/04/2011,1082011,4,RENT,Low,19200,1,1200, 36 months,1,INDIVIDUAL,house,12,Low,Bad Loan,7.29,A,1,25.5,296.4,120.46,147.96,37.22,leinster
718831,2011,01/04/2011,1042014,0.5,RENT,Low,36000,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.11,B,2,18.33,11797.18696,10000,0,327.91,leinster
719789,2011,01/04/2011,1042014,6.05,RENT,Low,15600,1,2500, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.29,A,1,14.46,2789.894921,2500,0,77.53,ulster
704562,2011,01/04/2011,1042014,5,RENT,Low,72000,1,8000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10,B,2,2.85,9288.998129,8000,0,258.14,ulster
705898,2011,01/04/2011,1032013,10,RENT,Low,93000,1,4000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,5.42,A,1,9.82,4294.25,4000,0,120.64,ulster
714675,2011,01/03/2011,1052011,4,MORTGAGE,Low,80000,1,16000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.8,C,3,5.47,16184.43,16000,0,545.29,ulster
672510,2011,01/03/2011,1042014,7,MORTGAGE,Low,47000,1,13850, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.68,C,3,22.54,16760.01129,13850,0,464.53,leinster
708536,2011,01/03/2011,1042012,0.5,RENT,Low,40000,1,14000, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,18.25,F,6,13.86,4711.67,1881.21,435.11,357.42,ulster
707554,2011,01/03/2011,1072011,10,MORTGAGE,Low,69936,1,8000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.66,A,1,0,8149.85,8000,0,249.44,ulster
705728,2011,01/03/2011,1012012,6,RENT,Low,30857,1,3000, 36 months,1,INDIVIDUAL,house,12,Low,Bad Loan,13.06,C,3,12.06,1041.77,642.75,133.31,101.17,ulster
704426,2011,01/03/2011,1042014,5,MORTGAGE,Low,70000,1,4800, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.17,C,3,7.13,5915.489561,4800,0,164.45,ulster
703727,2011,01/03/2011,1042014,1,RENT,Low,90000,1,2800, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.11,B,2,17.48,3301.391603,2800,0,91.82,ulster
698760,2011,01/03/2011,1122014,10,RENT,High,275000,3,28000, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,16.4,E,5,6.8,32238.13,18723.31,1361.43,686.88,ulster
697667,2011,01/03/2011,1092013,10,MORTGAGE,Low,38000,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.37,B,2,15.41,11620.28,10000,0,324.42,leinster
695326,2011,01/03/2011,1022015,5,MORTGAGE,Low,45000,1,15000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.02,D,4,7.33,21384.1293,15000,0,364.94,leinster
696436,2011,01/03/2011,1122014,2,MORTGAGE,Low,61200,1,20000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.8,C,3,20.39,27179.1188,20000,0,463.3,ulster
681152,2011,01/03/2011,1062011,2,MORTGAGE,Low,77000,1,14000, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,11.11,B,2,15.93,14155.44,14000,0,305.17,munster
694364,2011,01/03/2011,1122012,0.5,MORTGAGE,Low,75000,1,12000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.92,A,1,1.41,12968.13,12000,0,370.09,leinster
693522,2011,01/03/2011,1052014,0.5,RENT,Low,45000,1,4000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.43,C,3,18.91,4878.940717,4000,0,135.61,cannught
689883,2011,01/03/2011,1032014,0.5,RENT,Low,48000,1,11000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.66,A,1,3.8,12338.30816,11000,0,342.98,leinster
668394,2011,01/03/2011,1032014,2,RENT,Low,50000,1,6000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.77,E,5,12.19,7668.966095,6000,0,213.24,ulster
676271,2011,01/03/2011,1012013,5,RENT,Low,80000,1,7000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.29,A,1,15.31,7679.36,6999.99,0,217.07,ulster
688740,2011,01/03/2011,1022014,10,MORTGAGE,Low,88860,1,24000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,19.74,F,6,24.83,34961.56479,24000,0,632.39,cannught
688026,2011,01/03/2011,1082011,2,OWN,Low,37392,1,17000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.77,E,5,17.84,18155.43,17000,0,420.4,cannught
684272,2011,01/03/2011,1052013,5,RENT,Low,47256,1,12000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.29,A,1,19.53,13272.32,12000.02,0,372.12,ulster
661393,2011,01/02/2011,1092013,5,MORTGAGE,Low,70000,1,5600, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,17.51,E,5,1.47,7462.24,5600,0,140.72,Northern-Irl
683595,2011,01/02/2011,1032014,1,RENT,Low,32000,1,12000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.29,A,1,21.41,13395.39206,12000,0,372.12,ulster
683251,2011,01/02/2011,1032014,10,MORTGAGE,Low,45000,1,15000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,13.06,C,3,22.69,18207.24741,15000,0,505.85,leinster
681502,2011,01/02/2011,1042013,8,MORTGAGE,Low,19200,1,1400, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,14.91,D,4,8.5,1209.75,903.04,0,48.47,ulster
679022,2011,01/02/2011,1082012,5,MORTGAGE,Low,31000,1,13000, 36 months,1,INDIVIDUAL,house,12,Low,Bad Loan,10.74,B,2,7.39,7199.84,5615.5,0,424.01,Northern-Irl
681850,2011,01/03/2011,1012012,2,MORTGAGE,Medium,180000,2,12000, 36 months,1,INDIVIDUAL,house,12,Low,Bad Loan,9.63,B,2,2.16,4847.56,4066.41,0,385.13,ulster
679848,2011,01/02/2011,1112012,2,RENT,Low,30000,1,3600, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,18.25,F,6,9,2047.75,852.27,157.41,91.91,munster
676301,2011,01/03/2011,1032014,9,RENT,Low,33000,1,5000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10,B,2,5.35,5804.920048,5000,0,161.34,Northern-Irl
679069,2011,01/02/2011,1052012,10,RENT,Low,42000,1,9600, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.66,A,1,11.09,10314.48,9600,0,299.33,cannught
665444,2011,01/02/2011,1122012,7,RENT,Low,58000,1,15000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.99,F,6,12.29,19409.93,15000,0,389.03,ulster
673712,2011,01/02/2011,1052011,10,RENT,Low,40800,1,6000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.66,A,1,3.12,6075.98,6000,0,187.08,ulster
670832,2011,01/02/2011,1032014,10,MORTGAGE,Low,63000,1,15000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.37,B,2,26.72,17517.78,15000.01,0,486.62,leinster
483065,2011,01/02/2011,1032014,3,RENT,Low,71000,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.29,A,1,5.81,11160.56,10000,0,310.1,Northern-Irl
665568,2011,01/02/2011,1022014,4,RENT,Low,55000,1,25000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.02,D,4,14.4,31624.53,25000,0,879.18,ulster
664575,2011,01/02/2011,1012016,4,MORTGAGE,Low,94600,1,25000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.77,E,5,8.13,36368.84,24332.03,0,618.23,leinster
664288,2011,01/02/2011,1092013,2,RENT,Low,48000,1,6000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.37,B,2,9.95,6981.83,5999.99,0,194.65,ulster
637553,2011,01/02/2011,1022014,10,MORTGAGE,Low,95000,1,12000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.29,A,1,18.29,13393.79,12000,0,372.12,cannught
660817,2011,01/01/2011,1082013,1,RENT,Low,67500,1,6000, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,7.29,A,1,5.39,6839.05,6000,0,119.63,munster
658665,2011,01/02/2011,1012016,1,RENT,Low,28800,1,12000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,14.91,D,4,4.25,16894.79,11828.34,0,284.92,Northern-Irl
658585,2011,01/01/2011,1082013,7,RENT,Low,88000,1,9600, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,5.79,A,1,13.23,10449.65,9600,0,291.14,cannught
651219,2011,01/01/2011,1092011,1,RENT,Low,98004,1,25000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.02,D,4,6.1,26399.84,25000,0,608.22,Northern-Irl
653051,2011,01/01/2011,1122015,10,OWN,Low,45000,1,12000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,17.14,E,5,9.07,17610.04,11683.67,0,299.14,leinster
651503,2011,01/01/2011,1062014,4,MORTGAGE,Low,42000,1,10000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.77,E,5,4.51,14222.24541,10000,0,247.3,munster
647277,2011,01/01/2011,1102012,2,RENT,Low,60000,1,16000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.83,D,4,7.48,19149.36,16000.01,0,553.32,leinster
646690,2011,01/01/2011,1102011,10,RENT,Low,71000,1,15000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,8.88,B,2,21.01,15810.87,15000,0,476.16,cannught
646795,2011,01/01/2011,1082012,2,RENT,Low,90000,1,10000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.57,D,4,10.64,11936.73,10000.01,0,349.46,leinster
646503,2011,01/01/2011,1012016,9,MORTGAGE,Medium,130000,2,25000, 60 months,2,INDIVIDUAL,house,12,Low,Bad Loan,12.61,C,3,10.59,33197.59,24397.04,0,563.85,Northern-Irl
645644,2011,01/01/2011,1062012,5,RENT,Low,69350,1,10800, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,5.42,A,1,7.68,11426.1,10800,0,325.73,Northern-Irl
642829,2011,01/01/2011,1062013,0.5,MORTGAGE,Low,74000,1,7625, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.54,A,1,5.03,8381.92,7625,0,233.84,Northern-Irl
634459,2010,01/12/2010,1012013,7,MORTGAGE,Low,82000,1,10000, 60 months,2,INDIVIDUAL,house,12,Low,Bad Loan,12.61,C,3,14.63,5412.43,3262.56,9.79,225.54,Northern-Irl
633487,2010,01/12/2010,1012014,5,RENT,Low,75000,1,20000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.91,A,1,19.81,22201.32,20000,0,616.72,cannught
633249,2010,01/12/2010,1122013,6,RENT,Low,65000,1,16000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.32,E,5,24.55,21958.39,16000,0,391.82,ulster
632716,2010,01/12/2010,1102012,6,RENT,Low,100000,1,8000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.54,A,1,22.42,8674.92,8000,0,245.34,Northern-Irl
631868,2010,01/12/2010,1032011,3,RENT,Low,38160,1,6000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.61,C,3,0.6,6121.66,6000,0,201.04,leinster
631365,2010,01/12/2010,1102012,6.05,MORTGAGE,Low,47952,1,15000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.17,A,1,0.13,12712.65,11750,0,358.37,ulster
629047,2010,01/12/2010,1012011,0.5,RENT,Low,35000,1,3500, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,9.62,B,2,12.21,3528.47,3500,0,112.32,leinster
607664,2010,01/12/2010,1062013,2,MORTGAGE,Low,74000,1,20500, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.54,A,1,5.03,14168.26,12874.99,0,394.85,Northern-Irl
619895,2010,01/12/2010,1122013,9,MORTGAGE,Medium,105000,2,24000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.17,A,1,12.31,16496.68,15025,0,458.25,leinster
617175,2010,01/11/2010,1072011,8,RENT,Medium,100200,2,21000, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,9.62,B,2,0.32,13935.95,13225,0,278.53,ulster
615067,2010,01/11/2010,1062011,4,MORTGAGE,Medium,106000,2,15000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,17.8,F,6,7.46,16297.37,15000,0,379.28,ulster
613039,2010,01/11/2010,1102012,7,RENT,Medium,184992,2,22000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.46,D,4,22.43,26400.09,21999.99,0,756.84,cannught
611655,2010,01/11/2010,1022011,8,MORTGAGE,Low,100000,1,15000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.17,A,1,20.28,10127.12,10025,0,305.76,leinster
610807,2010,01/11/2010,1082013,1,RENT,Low,90000,1,7000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,9.25,B,2,9.56,7996.57,7000,0,223.42,leinster
609621,2010,01/11/2010,1072011,6,RENT,Low,46000,1,4000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,9.99,B,2,22.7,4273.73,4000,0,129.05,leinster
608153,2010,01/11/2010,1112013,10,MORTGAGE,Low,60000,1,1750, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,9.99,B,2,17.4,2031.38,1750,0,56.46,Northern-Irl
606214,2010,01/11/2010,1012011,7,MORTGAGE,Low,75000,1,20000, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,9.99,B,2,22.54,12504.28,12300,0,261.28,ulster
605948,2010,01/11/2010,1042011,1,OWN,Medium,110000,2,24000, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,9.99,B,2,12,15322.42,14725,0,312.8,cannught
605973,2010,01/11/2010,1042011,5,RENT,Low,57500,1,9000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.91,A,1,13.5,9246.91,9000,0,277.53,leinster
602482,2010,01/10/2010,1042011,10,MORTGAGE,Low,43000,1,4200, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,12.23,C,3,8.62,4333.81,4200,0,93.92,munster
551849,2010,01/10/2010,1022012,10,MORTGAGE,Medium,140000,2,12600, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,5.79,A,1,2.01,13343.76,12600,0,382.12,munster
549140,2010,01/10/2010,1022013,10,OWN,Low,52000,1,8000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.61,C,3,11.82,10089.94,8000,0,184.54,cannught
591361,2010,01/10/2010,1102013,3,RENT,Low,90000,1,15000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.86,B,2,3.79,17889.48,15000,0,497.22,leinster
593066,2010,01/10/2010,1022012,7,RENT,Low,32919,1,12000, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,13.61,C,3,10.97,4965.39,2445.41,550.67,276.8,ulster
582595,2010,01/09/2010,1072013,10,RENT,Medium,125000,2,12000, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,18.3,F,6,4.82,10525.81,5239.43,412.22,306.69,munster
578597,2010,01/09/2010,1122013,10,MORTGAGE,Medium,120000,2,15000, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,15.95,D,4,13.23,14499.55,7769.28,1030.85,364.38,cannught
582740,2010,01/09/2010,1122010,10,RENT,Low,48000,1,21000, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,17.56,E,5,16.88,1980.66,444.03,926.78,528.25,leinster
579815,2010,01/09/2010,1102013,10,MORTGAGE,Low,66000,1,25000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,20.16,G,7,13.07,33517.7,25000,0,931.13,leinster
579149,2010,01/09/2010,1062011,3,RENT,Low,33000,1,8000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.61,C,3,0.36,8375.52,8000,0,184.54,cannught
578940,2010,01/09/2010,1092015,2,MORTGAGE,Low,48000,1,8400, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.45,E,5,5.75,12362.11148,8400,0,206.29,ulster
577939,2010,01/09/2010,1042011,2,RENT,Low,43000,1,4000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,13.23,C,3,11.47,4286.98,4000,0,135.22,leinster
577510,2010,01/09/2010,1072011,0.5,RENT,Low,48000,1,10000, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,15.58,D,4,20.1,3153.37,2076.24,0,349.51,ulster
572784,2010,01/08/2010,1012015,2,RENT,Low,58000,1,3000, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,13.23,C,3,14.57,4089.303642,3000,0,68.62,ulster
567621,2010,01/08/2010,1092015,7,RENT,Low,72000,1,10000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,15.21,D,4,3.9,14325.36182,10000,0,239.01,ulster
569438,2010,01/08/2010,1012012,3,RENT,Low,28000,1,8000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.86,B,2,13.41,9030.09,7999.93,0,265.18,Northern-Irl
561547,2010,01/08/2010,1092015,10,RENT,High,780000,3,6000, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,10.75,B,2,0.52,7781.084511,6000,0,129.71,cannught
568525,2010,01/08/2010,1092013,2,RENT,Medium,107000,2,7000, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,19.04,F,6,6.09,6360.56,3255.93,0,181.74,ulster
567699,2010,01/09/2010,1122011,9,RENT,Low,75000,1,25000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.38,B,2,3.78,26614.48,25000.03,0,811.15,Northern-Irl
563835,2010,01/08/2010,1102010,2,MORTGAGE,Low,85000,1,8000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.51,A,1,23.93,8050.49,8000,0,248.89,leinster
561884,2010,01/08/2010,1092015,8,RENT,Low,48100,1,4800, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.82,E,5,14.84,7122.848049,4800,0,118.83,Northern-Irl
562133,2010,01/08/2010,1082013,5,OWN,Low,42000,1,8000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.38,B,2,10.97,9343.68,8000.01,0,259.57,Northern-Irl
561614,2010,01/08/2010,1082011,3,MORTGAGE,High,201000,3,15000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.12,B,2,16.47,16342.52,15000,0,491.94,ulster
558838,2010,01/08/2010,1062011,3,OWN,Low,64200,1,8000, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,15.58,D,4,16.07,2245.09,941.4,320.29,192.77,ulster
547544,2010,01/08/2010,1052011,5,RENT,Low,60000,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.88,A,1,18.88,10451.84,10000,0,312.82,munster
550341,2010,01/07/2010,1022012,2,RENT,Medium,120000,2,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.49,B,2,0.03,11325.4,10000,0,329.72,leinster
549152,2010,01/07/2010,1082013,3,RENT,Low,36000,1,10000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.19,E,5,4.3,12863.44,10000,0,357.48,cannught
548524,2010,01/07/2010,1022014,10,RENT,Low,92000,1,14400, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,11.12,B,2,0.63,18355.92,14400,0,313.96,ulster
542226,2010,01/07/2010,1092012,10,MORTGAGE,High,300000,3,20000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.88,A,1,5.63,22219.88,19999.99,0,625.63,leinster
547475,2010,01/07/2010,1052013,5,OWN,Low,24000,1,4000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.72,C,3,10.05,4960.41,4000,0,138.12,Northern-Irl
545739,2010,01/07/2010,1032013,10,RENT,Low,72000,1,7200, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,15.58,D,4,14.23,9255.35,7200,0,173.49,ulster
540502,2010,01/07/2010,1032015,5,RENT,Low,46560,1,24250, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,13.61,C,3,18.97,31750.42,22033.33,434.71,559.37,Northern-Irl
540130,2010,01/07/2010,1062011,10,RENT,Low,32400,1,8000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,15.95,D,4,18.59,9003.86,8000,0,194.34,cannught
539181,2010,01/07/2010,1012013,2,RENT,Low,38400,1,11500, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,17.56,E,5,22.22,5560.91,2476.8,309.19,198.1,Northern-Irl
538376,2010,01/07/2010,1022013,8,RENT,Low,82000,1,5000, 60 months,2,INDIVIDUAL,house,12,High,Bad Loan,15.21,D,4,10.38,3704.57,2105.3,14.17,119.51,ulster
535516,2010,01/06/2010,1052014,5,RENT,Low,30000,1,5000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.98,C,3,8.2,6840.608571,5000,0,116.29,ulster
534252,2010,01/06/2010,1052012,10,MORTGAGE,Medium,150000,2,25000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,20.53,G,7,14.86,29064.43,24999.99,0,669.75,munster
521187,2010,01/06/2010,1072012,2,RENT,Low,68500,1,8000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.51,A,1,20.93,8858.28,8000,0,248.89,ulster
526741,2010,01/06/2010,1012014,10,RENT,Low,98583,1,16000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,15.95,D,4,24.47,22496.22,15999.99,0,388.67,ulster
526316,2010,01/06/2010,1062013,3,RENT,Low,62000,1,12000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.38,B,2,1.99,14015.71,12000,0,389.36,ulster
523316,2010,01/06/2010,1062013,8,MORTGAGE,Low,78000,1,6250, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,6.76,A,1,5.91,6919.84,6250,0,192.3,leinster
522788,2010,01/06/2010,1062015,4,RENT,Low,78000,1,15400, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.32,D,4,15.17,13989.47477,9525,0,233.26,leinster
520899,2010,01/06/2010,1092010,10,MORTGAGE,Low,57600,1,9000, 60 months,2,INDIVIDUAL,house,12,Low,Bad Loan,7.88,A,1,12.17,347.34,236.08,0,116.26,leinster
520427,2010,01/06/2010,1062015,5,RENT,Low,45000,1,19750, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,7.88,A,1,23.44,14826.4154,12225,0,247.18,Northern-Irl
510176,2010,01/05/2010,1092012,0.5,MORTGAGE,Low,26000,1,10000, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,16.45,E,5,12.23,8567.41,5716.31,245.3,353.8,leinster
437558,2010,01/05/2010,1052012,4,RENT,Low,40000,1,6000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.73,C,3,7.05,7061.26,6000,0,201.39,ulster
